Name,SKU,Barcode,Description,Category,Brand,Unit,Supplier,Cost Price,Selling Price,MRP,Quantity,Reorder Level,Max Stock Level,Location,GST Rate,Active
Pedigree Product 1L - ECFJ,FRO-PEDI-031620976,8902298322856,Quality Pedigree Product 1L - ECFJ from Pedigree. Trusted by Indian families.,Frozen,Pedigree,Box,Ahmedabad Snack Mills,40,57,63,21,20,100,,18,Yes
Amul Product Fresh 1L - GY4S,FRO-AMUL-031653966,8907454473342,Fresh Amul Product Fresh 1L - GY4S at best prices. Perfect for daily use.,Frozen,Amul,Box,Mumbai FMCG Distributors,31,45,50,66,20,100,,18,Yes
Nirma Product Classic 250g - ESME,FRO-NIRMA-031686980,8909948112380,Premium Nirma Product Classic 250g - ESME with excellent quality and taste.,Frozen,Nirma,Kilogram,Kolkata Trading Company,47,67,74,43,20,100,,18,Yes
Amul Product Deluxe 500ml - SX8X,FRO-AMUL-031719268,8902821592459,Quality Amul Product Deluxe 500ml - SX8X from Amul. Trusted by Indian families.,Frozen,Amul,Millilitre,Pune Organic Supplies,41,59,65,54,20,100,,18,Yes
Unilever Product Special Pack of 2 - S9QF,FRO-UNIL-031752846,8904367311410,Premium Unilever Product Special Pack of 2 - S9QF with excellent quality and taste.,Frozen,Unilever,Pack,Ahmedabad Snack Mills,29,42,46,48,20,100,,18,Yes
Kelloggs Product Natural Pack of 5 - SJGG,FRO-KELLO-031786570,8904827923641,Quality Kelloggs Product Natural Pack of 5 - SJGG from Kelloggs. Trusted by Indian families.,Frozen,Kelloggs,Gram,Kolkata Trading Company,29,42,46,37,20,100,,18,Yes
Tata Sampann Product Super 500ml - JWOD,FRO-TATAS-031819933,8904055429816,Premium Tata Sampann Product Super 500ml - JWOD with excellent quality and taste.,Frozen,Tata Sampann,Millilitre,Kolkata Trading Company,53,75,83,31,20,100,,18,Yes
Tata Sampann Product Economy 200ml - ZOYF,FRO-TATAS-031850434,8909841377001,Quality Tata Sampann Product Economy 200ml - ZOYF from Tata Sampann. Trusted by Indian families.,Frozen,Tata Sampann,Box,Chennai Spice House,41,59,65,51,20,100,,18,Yes
Parle Product Economy Pack of 5 - JLM7,FRO-PARLE-031883566,8906858283875,Quality Parle Product Economy Pack of 5 - JLM7 from Parle. Trusted by Indian families.,Frozen,Parle,Millilitre,Delhi Wholesale Market,46,66,73,58,20,100,,18,Yes
Kissan Product Economy Family Pack - VXDH,FRO-KISSAN-031916240,8901702923594,Premium Kissan Product Economy Family Pack - VXDH with excellent quality and taste.,Frozen,Kissan,Pieces,Kolkata Trading Company,30,43,47,50,20,100,,18,Yes
Johnson & Johnson Product Economy Pack of 5 - PJBY,FRO-JJ-031951165,8904818112401,Quality Johnson & Johnson Product Economy Pack of 5 - PJBY from Johnson & Johnson. Trusted by Indian families.,Frozen,Johnson & Johnson,Millilitre,Hyderabad Dairy Co-op,42,60,66,70,20,100,,18,Yes
India Gate Product Classic 200ml - CZBR,FRO-INDGATE-031984833,8902028119661,Premium India Gate Product Classic 200ml - CZBR with excellent quality and taste.,Frozen,India Gate,Box,Delhi Wholesale Market,38,54,59,87,20,100,,18,Yes
Parle Product Special 1L - 0PER,FRO-PARLE-032016799,8901477739196,Fresh Parle Product Special 1L - 0PER at best prices. Perfect for daily use.,Frozen,Parle,Gram,Hyderabad Dairy Co-op,55,79,87,86,20,100,,18,Yes
ITC Product Natural 200ml - ANSM,FRO-ITC-032050384,8904742056050,Fresh ITC Product Natural 200ml - ANSM at best prices. Perfect for daily use.,Frozen,ITC,Litre,Kolkata Trading Company,31,45,50,29,20,100,,18,Yes
MTR Product Classic 500g - MGXI,FRO-MTR-032083796,8901935864097,Fresh MTR Product Classic 500g - MGXI at best prices. Perfect for daily use.,Frozen,MTR,Box,Delhi Wholesale Market,31,44,48,80,20,100,,18,Yes
Parle Product Organic Family Pack - OMTF,FRO-PARLE-032115344,8907033337125,Quality Parle Product Organic Family Pack - OMTF from Parle. Trusted by Indian families.,Frozen,Parle,Pack,Delhi Wholesale Market,42,60,66,76,20,100,,18,Yes
Britannia Product Deluxe 500g - HBBU,FRO-BRIT-032146599,8907466916606,Fresh Britannia Product Deluxe 500g - HBBU at best prices. Perfect for daily use.,Frozen,Britannia,Dozen,Hyderabad Dairy Co-op,34,49,54,41,20,100,,18,Yes
Havells Product Natural 500g - DHFG,FRO-HAVELL-032179869,8907162295968,Quality Havells Product Natural 500g - DHFG from Havells. Trusted by Indian families.,Frozen,Havells,Litre,Delhi Wholesale Market,31,45,50,37,20,100,,18,Yes
Haldiram Product Fresh 200ml - K09U,FRO-HALDI-032213911,8905830160429,Premium Haldiram Product Fresh 200ml - K09U with excellent quality and taste.,Frozen,Haldiram,Box,Bangalore Fresh Produce,36,52,57,13,20,100,,18,Yes
Parle Product Classic Family Pack - 0M42,FRO-PARLE-032245592,8908928219331,Fresh Parle Product Classic Family Pack - 0M42 at best prices. Perfect for daily use.,Frozen,Parle,Pieces,Chennai Spice House,49,70,77,56,20,100,,18,Yes
MTR Product Deluxe - PEUV,FRO-MTR-032279125,8904830227943,Fresh MTR Product Deluxe - PEUV at best prices. Perfect for daily use.,Frozen,MTR,Pieces,Ahmedabad Snack Mills,39,56,62,154,20,100,,18,Yes
Vadilal Product Super Pack of 2 - VRH2,FRO-VADIL-032313712,8901249241534,Fresh Vadilal Product Super Pack of 2 - VRH2 at best prices. Perfect for daily use.,Frozen,Vadilal,Box,Delhi Wholesale Market,34,49,54,161,20,100,,18,Yes
Everest Product Special Family Pack - SFTH,FRO-EVER-032348220,8909363396417,Premium Everest Product Special Family Pack - SFTH with excellent quality and taste.,Frozen,Everest,Litre,Pune Organic Supplies,38,54,59,56,20,100,,18,Yes
ITC Product Classic Pack of 2 - 2V7K,FRO-ITC-032384328,8901110995436,Premium ITC Product Classic Pack of 2 - 2V7K with excellent quality and taste.,Frozen,ITC,Box,Delhi Wholesale Market,44,63,69,94,20,100,,18,Yes
Emami Product Natural 1kg - 4OMJ,FRO-EMAMI-032416243,8904213127363,Quality Emami Product Natural 1kg - 4OMJ from Emami. Trusted by Indian families.,Frozen,Emami,Dozen,Pune Organic Supplies,39,56,62,54,20,100,,18,Yes
PepsiCo Product Economy Pack of 2 - 3NR6,FRO-PEPSI-032449413,8901951699467,Quality PepsiCo Product Economy Pack of 2 - 3NR6 from PepsiCo. Trusted by Indian families.,Frozen,PepsiCo,Gram,Mumbai FMCG Distributors,35,50,55,36,20,100,,18,Yes
Marico Product Fresh 250g - KLGE,FRO-MARICO-032484973,8906908554291,Quality Marico Product Fresh 250g - KLGE from Marico. Trusted by Indian families.,Frozen,Marico,Box,Bangalore Fresh Produce,44,63,69,81,20,100,,18,Yes
PepsiCo Product Classic Pack of 2 - 8AFD,FRO-PEPSI-032519391,8901914576514,Quality PepsiCo Product Classic Pack of 2 - 8AFD from PepsiCo. Trusted by Indian families.,Frozen,PepsiCo,Dozen,Ahmedabad Snack Mills,46,66,73,221,20,100,,18,Yes
ITC Product Organic - 3RDD,FRO-ITC-032556742,8906407912300,Fresh ITC Product Organic - 3RDD at best prices. Perfect for daily use.,Frozen,ITC,Kilogram,Pune Organic Supplies,55,79,87,47,20,100,,18,Yes
Everest Product Premium 200ml - QVOK,FRO-EVER-032587811,8905935934756,Fresh Everest Product Premium 200ml - QVOK at best prices. Perfect for daily use.,Frozen,Everest,Pieces,Ahmedabad Snack Mills,31,44,48,68,20,100,,18,Yes
Kelloggs Product Fresh 1kg - DPX0,FRO-KELLO-032622928,8905284834236,Quality Kelloggs Product Fresh 1kg - DPX0 from Kelloggs. Trusted by Indian families.,Frozen,Kelloggs,Dozen,Mumbai FMCG Distributors,37,53,58,72,20,100,,18,Yes
Bikano Product Classic - T24X,FRO-BIKANO-032654506,8908582458853,Premium Bikano Product Classic - T24X with excellent quality and taste.,Frozen,Bikano,Box,Mumbai FMCG Distributors,47,67,74,31,20,100,,18,Yes
Bikano Product Economy - N4BU,FRO-BIKANO-032687954,8905175745106,Quality Bikano Product Economy - N4BU from Bikano. Trusted by Indian families.,Frozen,Bikano,Pieces,Mumbai FMCG Distributors,40,57,63,85,20,100,,18,Yes
Fortune Product Special 250g - QNV1,FRO-FORT-032720886,8909779728656,Fresh Fortune Product Special 250g - QNV1 at best prices. Perfect for daily use.,Frozen,Fortune,Kilogram,Kolkata Trading Company,39,56,62,66,20,100,,18,Yes
Vadilal Product Organic 1L - UDNA,FRO-VADIL-032753406,8908647175120,Quality Vadilal Product Organic 1L - UDNA from Vadilal. Trusted by Indian families.,Frozen,Vadilal,Kilogram,Mumbai FMCG Distributors,53,75,83,55,20,100,,18,Yes
Himalaya Product Organic Pack of 5 - S1WI,FRO-HIMAL-032785716,8906589014026,Fresh Himalaya Product Organic Pack of 5 - S1WI at best prices. Perfect for daily use.,Frozen,Himalaya,Millilitre,Ahmedabad Snack Mills,40,57,63,59,20,100,,18,Yes
Tata Sampann Product Organic Pack of 2 - LNNI,FRO-TATAS-032820825,8905536244871,Premium Tata Sampann Product Organic Pack of 2 - LNNI with excellent quality and taste.,Frozen,Tata Sampann,Litre,Chennai Spice House,31,44,48,68,20,100,,18,Yes
Parle Product Super Pack of 2 - SULZ,FRO-PARLE-032852367,8908020864319,Quality Parle Product Super Pack of 2 - SULZ from Parle. Trusted by Indian families.,Frozen,Parle,Dozen,Ahmedabad Snack Mills,39,55,61,32,20,100,,18,Yes
Dabur Product Organic 200ml - WY2E,FRO-DABUR-032886335,8905772172535,Quality Dabur Product Organic 200ml - WY2E from Dabur. Trusted by Indian families.,Frozen,Dabur,Pack,Kolkata Trading Company,39,56,62,43,20,100,,18,Yes
Havells Product Classic - ZAMK,FRO-HAVELL-032918416,8906564743838,Fresh Havells Product Classic - ZAMK at best prices. Perfect for daily use.,Frozen,Havells,Dozen,Pune Organic Supplies,50,71,78,214,20,100,,18,Yes
MTR Product Deluxe 1L - 2NWA,FRO-MTR-032952595,8909190481054,Quality MTR Product Deluxe 1L - 2NWA from MTR. Trusted by Indian families.,Frozen,MTR,Box,Kolkata Trading Company,41,59,65,32,20,100,,18,Yes
Havells Product Super Pack of 5 - GDQI,FRO-HAVELL-032985694,8902880779582,Fresh Havells Product Super Pack of 5 - GDQI at best prices. Perfect for daily use.,Frozen,Havells,Millilitre,Mumbai FMCG Distributors,34,48,53,21,20,100,,18,Yes
Godrej Product Organic Pack of 2 - TWJ1,FRO-GODREJ-033019506,8904398283104,Fresh Godrej Product Organic Pack of 2 - TWJ1 at best prices. Perfect for daily use.,Frozen,Godrej,Pieces,Delhi Wholesale Market,32,46,51,62,20,100,,18,Yes
Fortune Product Classic 250g - MEWZ,HOU-FORT-033054904,8902211939958,Quality Fortune Product Classic 250g - MEWZ from Fortune. Trusted by Indian families.,Household,Fortune,Gram,Chennai Spice House,41,58,64,3,20,100,,18,Yes
Maggi Product Deluxe - UNJO,HOU-MAGGI-033087712,8901440618943,Quality Maggi Product Deluxe - UNJO from Maggi. Trusted by Indian families.,Household,Maggi,Dozen,Bangalore Fresh Produce,36,52,57,2,20,100,,18,Yes
Vadilal Product Classic 1L - KHXJ,HOU-VADIL-033120400,8907057421255,Quality Vadilal Product Classic 1L - KHXJ from Vadilal. Trusted by Indian families.,Household,Vadilal,Pieces,Hyderabad Dairy Co-op,29,42,46,20,20,100,,18,Yes
Haldiram Product Pack of 5 - RROK,HOU-HALDI-033156679,8909170931094,Fresh Haldiram Product Pack of 5 - RROK at best prices. Perfect for daily use.,Household,Haldiram,Pieces,Hyderabad Dairy Co-op,30,43,47,27,20,100,,18,Yes
Nirma Product Super Pack of 5 - CYET,HOU-NIRMA-033193217,8905843850575,Premium Nirma Product Super Pack of 5 - CYET with excellent quality and taste.,Household,Nirma,Pack,Delhi Wholesale Market,52,74,81,21,20,100,,18,Yes
Himalaya Product Premium 1kg - QBGI,HOU-HIMAL-033227525,8904414598065,Quality Himalaya Product Premium 1kg - QBGI from Himalaya. Trusted by Indian families.,Household,Himalaya,Millilitre,Pune Organic Supplies,43,61,67,72,20,100,,18,Yes
ITC Product Natural 250g - 5RT8,HOU-ITC-033257297,8902693476501,Quality ITC Product Natural 250g - 5RT8 from ITC. Trusted by Indian families.,Household,ITC,Kilogram,Ahmedabad Snack Mills,40,57,63,33,20,100,,18,Yes
Dabur Product 1kg - PSV5,HOU-DABUR-033290222,8903502572990,Quality Dabur Product 1kg - PSV5 from Dabur. Trusted by Indian families.,Household,Dabur,Dozen,Delhi Wholesale Market,48,68,75,37,20,100,,18,Yes
Fortune Product Fresh Pack of 5 - CLZ6,HOU-FORT-033324373,8907381664102,Premium Fortune Product Fresh Pack of 5 - CLZ6 with excellent quality and taste.,Household,Fortune,Millilitre,Ahmedabad Snack Mills,28,40,44,7,20,100,,18,Yes
Johnson & Johnson Product Premium 500g - DSDX,HOU-JJ-033356169,8909799925441,Quality Johnson & Johnson Product Premium 500g - DSDX from Johnson & Johnson. Trusted by Indian families.,Household,Johnson & Johnson,Box,Bangalore Fresh Produce,40,57,63,44,20,100,,18,Yes
Himalaya Product Economy 1kg - FPVV,HOU-HIMAL-033389621,8903703752608,Quality Himalaya Product Economy 1kg - FPVV from Himalaya. Trusted by Indian families.,Household,Himalaya,Pack,Pune Organic Supplies,41,58,64,170,20,100,,18,Yes
Amul Product Special 500ml - NXVY,HOU-AMUL-033422632,8905140883272,Fresh Amul Product Special 500ml - NXVY at best prices. Perfect for daily use.,Household,Amul,Pieces,Pune Organic Supplies,38,54,59,37,20,100,,18,Yes
Nestle Product Pack of 5 - VMZR,HOU-NEST-033455398,8901795773475,Premium Nestle Product Pack of 5 - VMZR with excellent quality and taste.,Household,Nestle,Gram,Mumbai FMCG Distributors,33,47,52,17,20,100,,18,Yes
Havells Product Super Pack of 5 - NRK6,HOU-HAVELL-033488258,8908316347954,Quality Havells Product Super Pack of 5 - NRK6 from Havells. Trusted by Indian families.,Household,Havells,Pack,Mumbai FMCG Distributors,48,69,76,69,20,100,,18,Yes
Kissan Product Fresh 1kg - LCJK,HOU-KISSAN-033519431,8902117385247,Premium Kissan Product Fresh 1kg - LCJK with excellent quality and taste.,Household,Kissan,Pieces,Pune Organic Supplies,41,59,65,83,20,100,,18,Yes
MTR Product Economy Family Pack - HXKA,HOU-MTR-033553472,8903299620388,Quality MTR Product Economy Family Pack - HXKA from MTR. Trusted by Indian families.,Household,MTR,Gram,Bangalore Fresh Produce,47,67,74,80,20,100,,18,Yes
Nestle Product Premium 500g - ISY0,HOU-NEST-033586689,8903964981367,Fresh Nestle Product Premium 500g - ISY0 at best prices. Perfect for daily use.,Household,Nestle,Kilogram,Delhi Wholesale Market,41,58,64,18,20,100,,18,Yes
Everest Product Economy Pack of 5 - E0QW,HOU-EVER-033618546,8909047271506,Fresh Everest Product Economy Pack of 5 - E0QW at best prices. Perfect for daily use.,Household,Everest,Litre,Delhi Wholesale Market,43,61,67,60,20,100,,18,Yes
Maggi Product Super 1L - RNA8,HOU-MAGGI-033649693,8909532022627,Fresh Maggi Product Super 1L - RNA8 at best prices. Perfect for daily use.,Household,Maggi,Pieces,Chennai Spice House,43,62,68,74,20,100,,18,Yes
Britannia Product Fresh 500g - A7YM,HOU-BRIT-033686208,8902622955933,Quality Britannia Product Fresh 500g - A7YM from Britannia. Trusted by Indian families.,Household,Britannia,Litre,Ahmedabad Snack Mills,34,48,53,40,20,100,,18,Yes
Johnson & Johnson Product Super Pack of 5 - FRDY,HOU-JJ-033719876,8906487563846,Fresh Johnson & Johnson Product Super Pack of 5 - FRDY at best prices. Perfect for daily use.,Household,Johnson & Johnson,Millilitre,Pune Organic Supplies,46,66,73,87,20,100,,18,Yes
Vadilal Product Natural 1L - Q61W,HOU-VADIL-033752655,8903637838142,Fresh Vadilal Product Natural 1L - Q61W at best prices. Perfect for daily use.,Household,Vadilal,Pieces,Delhi Wholesale Market,41,59,65,45,20,100,,18,Yes
India Gate Product Natural Family Pack - BKMS,HOU-INDGATE-033785448,8909584071491,Fresh India Gate Product Natural Family Pack - BKMS at best prices. Perfect for daily use.,Household,India Gate,Gram,Bangalore Fresh Produce,31,44,48,34,20,100,,18,Yes
Procter & Gamble Product 1kg - WYQZ,HOU-PG-033818270,8907069886005,Premium Procter & Gamble Product 1kg - WYQZ with excellent quality and taste.,Household,Procter & Gamble,Kilogram,Bangalore Fresh Produce,56,80,88,38,20,100,,18,Yes
MTR Product Super 500g - FNO1,HOU-MTR-033854378,8902679816790,Premium MTR Product Super 500g - FNO1 with excellent quality and taste.,Household,MTR,Pieces,Kolkata Trading Company,46,66,73,41,20,100,,18,Yes
Amul Product Deluxe 500g - OEEA,HOU-AMUL-033887614,8908035253593,Premium Amul Product Deluxe 500g - OEEA with excellent quality and taste.,Household,Amul,Litre,Bangalore Fresh Produce,39,55,61,87,20,100,,18,Yes
Procter & Gamble Product Premium Pack of 5 - OZVT,HOU-PG-033920396,8908405340919,Premium Procter & Gamble Product Premium Pack of 5 - OZVT with excellent quality and taste.,Household,Procter & Gamble,Millilitre,Delhi Wholesale Market,39,55,61,0,20,100,,18,Yes
Kissan Product Natural 500ml - WTPE,HOU-KISSAN-033959897,8904585127075,Premium Kissan Product Natural 500ml - WTPE with excellent quality and taste.,Household,Kissan,Litre,Mumbai FMCG Distributors,55,78,86,68,20,100,,18,Yes
Britannia Product Natural 500ml - 3ZIR,HOU-BRIT-033993167,8906149493675,Fresh Britannia Product Natural 500ml - 3ZIR at best prices. Perfect for daily use.,Household,Britannia,Kilogram,Delhi Wholesale Market,48,69,76,19,20,100,,18,Yes
Britannia Product 1kg - QZZU,HOU-BRIT-034027646,8906043376971,Premium Britannia Product 1kg - QZZU with excellent quality and taste.,Household,Britannia,Pieces,Hyderabad Dairy Co-op,51,73,80,66,20,100,,18,Yes
Haldiram Product Deluxe - 7RUA,HOU-HALDI-034059204,8904024412432,Premium Haldiram Product Deluxe - 7RUA with excellent quality and taste.,Household,Haldiram,Pack,Hyderabad Dairy Co-op,31,45,50,71,20,100,,18,Yes
Vadilal Product Economy 1kg - GP91,HOU-VADIL-034090461,8907129640483,Fresh Vadilal Product Economy 1kg - GP91 at best prices. Perfect for daily use.,Household,Vadilal,Litre,Mumbai FMCG Distributors,31,45,50,29,20,100,,18,Yes
Havells Product Fresh Family Pack - KHFI,HOU-HAVELL-034121929,8905182152718,Fresh Havells Product Fresh Family Pack - KHFI at best prices. Perfect for daily use.,Household,Havells,Dozen,Pune Organic Supplies,55,78,86,23,20,100,,18,Yes
Bikano Product Super 1kg - MIGX,HOU-BIKANO-034153390,8905398777054,Premium Bikano Product Super 1kg - MIGX with excellent quality and taste.,Household,Bikano,Kilogram,Bangalore Fresh Produce,43,61,67,29,20,100,,18,Yes
Bajaj Product Fresh - FDLW,HOU-BAJAJ-034184582,8905534390716,Premium Bajaj Product Fresh - FDLW with excellent quality and taste.,Household,Bajaj,Gram,Pune Organic Supplies,29,42,46,26,20,100,,18,Yes
Patanjali Product Natural 500g - NZ9U,HOU-PATAN-034219737,8907724482027,Fresh Patanjali Product Natural 500g - NZ9U at best prices. Perfect for daily use.,Household,Patanjali,Kilogram,Delhi Wholesale Market,40,57,63,21,20,100,,18,Yes
Whiskas Product Special Pack of 5 - HB8F,HOU-WHISK-034251399,8907190121223,Premium Whiskas Product Special Pack of 5 - HB8F with excellent quality and taste.,Household,Whiskas,Litre,Mumbai FMCG Distributors,39,56,62,26,20,100,,18,Yes
Aashirvaad Product Economy Pack of 5 - 55H9,HOU-AASHI-034282645,8901220864447,Premium Aashirvaad Product Economy Pack of 5 - 55H9 with excellent quality and taste.,Household,Aashirvaad,Gram,Pune Organic Supplies,35,50,55,54,20,100,,18,Yes
Nirma Product Classic - ALPR,HOU-NIRMA-034318556,8909533069093,Premium Nirma Product Classic - ALPR with excellent quality and taste.,Household,Nirma,Box,Pune Organic Supplies,38,54,59,33,20,100,,18,Yes
Emami Product Economy Family Pack - KTIF,HOU-EMAMI-034352743,8909738746298,Premium Emami Product Economy Family Pack - KTIF with excellent quality and taste.,Household,Emami,Pack,Hyderabad Dairy Co-op,28,40,44,47,20,100,,18,Yes
MTR Product Deluxe Pack of 5 - 25H1,HOU-MTR-034386322,8908653213192,Premium MTR Product Deluxe Pack of 5 - 25H1 with excellent quality and taste.,Household,MTR,Pack,Bangalore Fresh Produce,35,50,55,12,20,100,,18,Yes
Maggi Product Special 500ml - 7OZ8,HOU-MAGGI-034419551,8908102888468,Premium Maggi Product Special 500ml - 7OZ8 with excellent quality and taste.,Household,Maggi,Pieces,Hyderabad Dairy Co-op,36,52,57,77,20,100,,18,Yes
Aashirvaad Product Classic 1kg - TEAW,HOU-AASHI-034451876,8904445688788,Premium Aashirvaad Product Classic 1kg - TEAW with excellent quality and taste.,Household,Aashirvaad,Litre,Mumbai FMCG Distributors,34,49,54,73,20,100,,18,Yes
Marico Product Deluxe Pack of 2 - EYFQ,HOU-MARICO-034485163,8907962444476,Fresh Marico Product Deluxe Pack of 2 - EYFQ at best prices. Perfect for daily use.,Household,Marico,Kilogram,Pune Organic Supplies,35,50,55,28,20,100,,18,Yes
PepsiCo Product Premium 200ml - 1YFQ,HOU-PEPSI-034519991,8902705886595,Quality PepsiCo Product Premium 200ml - 1YFQ from PepsiCo. Trusted by Indian families.,Household,PepsiCo,Millilitre,Hyderabad Dairy Co-op,38,54,59,96,20,100,,18,Yes
